interviewID,socialclass,age3g,opportunities,morescience_lowfaith,right_wrong,science_not_important,better_of_ worse_of,partyvotefor,sex
840071599,3,2,6,7,7,7,4,840001,2
840071600,4,3,4,10,4,1,4,840005,2
840071601,2,1,8,10,7,6,4,840001,2
840071602,4,2,8,7,3,4,4,840004,1
840071603,4,3,3,3,5,6,4,840004,2
840071604,2,2,4,5,5,8,4,840002,2
840071605,4,2,8,7,2,8,4,840005,2
840071606,3,2,10,10,10,7,4,840001,1
840071607,1,2,6,8,7,7,4,840001,2
840071608,3,1,5,9,6,6,4,840001,2
840071609,3,3,6,9,7,2,4,840001,1
840071610,3,3,8,9,9,3,4,840001,1
840071611,5,2,7,4,1,5,4,840005,1
840071612,3,3,5,9,7,5,4,840001,1
840071613,4,2,5,5,5,3,4,840001,2
840071614,4,3,4,6,4,7,4,840001,1
840071615,3,1,7,5,3,3,4,840002,2
840071616,1,2,5,5,5,5,4,840004,2
840071617,3,3,8,6,8,6,4,840001,1
840071618,2,1,8,8,2,3,4,840002,2
840071619,2,1,4,4,4,4,4,840002,1
840071620,3,1,6,5,8,8,4,840001,2
840071621,3,1,6,9,9,8,4,840002,2
840071622,3,1,5,5,5,5,5,840001,2
840071623,4,2,5,5,5,5,5,840002,2
840071624,4,1,5,5,5,5,5,840001,1
840071625,3,2,5,5,5,5,5,840004,2
840071626,3,1,7,5,5,3,5,840001,2
840071627,4,3,7,7,6,5,5,840002,2
840071628,2,2,4,10,6,5,5,840001,1
840071629,3,3,5,5,5,3,5,840001,2
840071630,5,3,5,7,2,5,5,840001,1
840071631,2,2,7,4,5,7,5,840001,1
840071632,4,1,5,7,6,4,5,840001,1
840071633,2,2,5,4,5,6,5,840001,2
840071634,4,3,5,5,5,8,5,840002,2
840071635,4,2,7,6,4,7,5,840002,2
840071636,3,3,7,5,5,5,5,840001,2
840071637,2,2,9,3,3,8,5,840001,1
840071638,4,1,5,5,5,5,5,840002,2
840071639,4,3,4,10,5,5,5,840002,1
840071640,3,2,8,7,4,5,5,840001,2
840071641,4,2,4,6,5,5,5,840005,2
840071642,3,2,6,4,5,4,5,840005,2
840071643,4,1,5,5,5,5,5,840001,2
840071644,4,2,5,1,1,1,5,840002,1
840071645,2,3,5,5,5,5,5,840001,1
840071646,4,2,7,7,5,5,5,840002,2
840071647,3,2,8,8,5,6,5,840001,2
840071648,3,3,4,6,7,5,5,840002,2
840071649,4,2,7,3,3,2,5,840001,1
840071650,2,1,4,8,10,4,5,840005,2
840071651,3,1,1,10,7,4,5,840001,2
840071652,3,2,3,3,7,3,5,840004,1
840071653,3,1,5,3,3,3,5,840001,2
840071654,3,3,5,5,5,5,5,840001,1
840071655,4,2,10,-2,10,5,5,840001,2
840071656,2,1,9,5,9,5,5,840002,2
840071657,3,2,5,10,7,5,5,840002,2
840071658,4,3,9,4,4,8,5,840001,1
840071659,4,2,1,8,5,5,5,840001,2
840071660,4,3,5,5,5,5,5,840002,2
840071661,-2,3,5,5,5,5,5,840002,1
840071662,4,2,6,5,9,4,5,840002,2
840071663,5,2,8,10,2,3,5,840005,2
840071664,4,2,5,5,5,5,5,840001,1
840071665,5,1,5,5,5,3,5,840002,1
840071666,2,2,5,5,5,5,5,840004,1
840071667,5,3,5,5,5,2,5,840005,1
840071668,2,3,8,5,6,5,5,840001,1
840071669,2,3,7,10,5,1,5,840001,2
840071670,3,3,2,9,5,2,5,840001,1
840071671,3,3,6,4,4,5,5,840001,2
840071672,3,1,10,1,4,3,5,840001,2
840071673,4,2,10,5,7,3,5,840005,1
840071674,4,2,5,8,5,5,5,840001,2
840071675,4,1,7,5,6,3,5,-2,2
840071676,5,2,5,10,10,5,5,840001,2
840071677,4,2,9,7,6,4,5,840005,2
840071678,4,3,5,2,5,5,5,840005,2
840071679,2,3,5,7,3,2,5,840001,1
840071680,2,1,5,10,10,7,5,840001,2
840071681,4,3,8,1,1,5,5,840001,1
840071682,4,3,7,3,8,10,5,840001,2
840071683,3,1,5,10,5,5,5,840001,1
840071684,3,2,3,7,4,8,5,840006,1
840071685,4,3,5,5,5,5,5,840001,2
840071686,3,3,8,4,1,5,5,840001,1
840071687,3,1,5,5,5,5,5,840006,1
840071688,3,1,5,5,5,5,5,840001,2
840071689,2,1,1,1,1,10,5,840002,1
840071690,2,2,5,5,5,5,5,840004,2
840071691,2,1,4,8,10,2,5,840001,2
840071692,3,1,6,5,6,6,5,840001,2
840071693,3,3,5,5,5,5,5,840001,1
840071694,3,3,5,7,5,5,5,840001,2
840071695,2,3,7,5,5,6,5,840001,1
840071696,4,3,2,5,8,3,5,840001,1
840071697,2,1,6,7,6,5,5,840001,2
840071698,3,3,5,5,6,7,5,840002,2
840071699,2,2,5,5,5,5,5,840005,1
840071700,2,2,5,5,5,5,5,840002,2
840071701,2,2,8,8,5,3,5,-2,2
840071702,4,2,5,3,5,5,5,840005,2
840071703,4,2,5,5,5,5,5,840005,2
840071704,2,2,9,6,7,6,5,840002,2
840071705,5,3,2,5,5,5,5,840002,2
840071706,3,2,6,7,6,7,5,840001,2
840071707,5,2,5,5,5,5,5,840001,1
840071708,3,2,6,5,5,5,5,840001,2
840071709,4,2,10,5,4,10,5,840002,1
840071710,5,1,5,1,1,5,5,840002,2
840071711,4,3,6,5,6,1,5,840001,2
840071712,5,3,1,2,9,7,5,840005,1
840071713,3,3,7,6,5,5,5,840002,2
840071714,4,2,8,5,1,2,5,840005,2
840071715,3,2,5,1,5,5,5,840001,1
840071716,4,2,7,8,8,9,5,840001,2
840071717,1,3,5,5,5,5,5,840001,1
840071718,3,3,5,5,5,5,5,840001,1
840071719,2,2,5,4,1,1,5,840002,1
840071720,3,3,2,7,5,7,5,840002,1
840071721,4,2,4,5,5,7,5,840004,2
840071722,3,3,-2,5,4,5,5,840002,2
840071723,4,2,6,5,1,5,5,840004,1
840071724,4,2,9,10,9,7,5,840001,1
840071725,4,3,7,5,5,5,5,840001,1
840071726,5,3,8,5,5,7,5,840001,2
840071727,3,2,8,10,9,1,5,840001,1
840071728,3,2,3,5,5,8,5,840001,2
840071729,5,2,5,5,7,7,5,840002,2
840071730,4,1,2,10,6,6,5,840004,1
840071731,3,3,7,7,5,6,5,840005,2
840071732,5,3,3,10,10,7,5,840001,2
840071733,4,2,6,5,3,5,5,840001,2
840071734,5,2,5,5,5,5,5,840001,2
840071735,4,3,5,5,5,5,5,840001,1
840071736,3,2,5,5,5,3,5,840002,2
840071737,3,2,5,5,5,5,5,840005,2
840071738,2,3,7,3,5,5,5,840001,2
840071739,5,2,6,8,6,4,5,840001,1
840071740,5,2,5,5,5,5,5,840005,1
840071741,3,2,4,6,8,6,5,840004,2
840071742,3,1,3,4,10,5,5,840001,2
840071743,3,3,8,4,2,5,5,840001,1
840071744,3,3,6,8,8,3,5,840001,2
840071745,4,2,5,5,5,5,5,840001,1
840071746,1,1,6,6,5,6,5,840005,1
840071747,2,3,10,10,10,8,5,840002,2
840071748,5,3,5,5,5,5,5,840002,2
840071749,4,2,5,6,6,5,5,840005,1
840071750,4,1,5,8,5,5,5,840005,2
840071751,4,2,7,6,6,4,5,840002,1
840071752,4,1,6,10,10,6,5,840004,2
840071753,3,1,9,8,5,10,5,840001,1
840071754,3,2,5,5,5,5,5,840002,2
840071755,2,2,8,5,5,2,5,840002,2
840071756,4,3,5,5,5,10,5,840005,2
840071757,5,3,5,3,10,5,5,840002,2
840071758,-2,2,8,5,5,3,5,840002,2
840071759,2,2,5,5,5,5,5,840002,2
840071760,3,1,7,1,5,5,5,840005,2
840071761,3,1,8,10,6,1,5,840001,2
840071762,1,2,5,5,5,5,5,840001,1
840071763,2,2,7,5,7,3,5,840002,2
840071764,3,2,6,5,6,6,5,840002,2
840071765,4,3,10,1,1,1,5,840002,2
840071766,3,2,4,8,3,4,5,840001,1
840071767,2,3,6,6,5,6,5,840001,1
840071768,3,3,3,6,3,2,5,840001,2
840071769,3,3,6,2,5,4,5,840001,2
840071770,4,1,8,5,6,4,5,840001,2
840071771,4,2,6,6,5,5,5,840002,2
840071772,5,2,7,2,5,5,5,840002,1
840071773,3,1,5,5,5,5,5,840001,2
840071774,3,2,7,7,4,4,5,840004,2
840071775,4,2,10,6,5,3,5,840002,2
840071776,2,1,6,9,7,5,5,840002,2
840071777,4,1,5,5,2,2,5,840002,1
840071778,2,2,5,5,5,6,5,840001,2
840071779,4,2,10,10,10,1,5,840005,1
840071780,3,3,6,8,6,6,6,840002,2
840071781,4,3,5,4,8,4,6,840002,1
840071782,3,1,5,5,5,4,6,840005,2
840071783,2,2,6,1,1,1,6,840002,1
840071784,3,3,4,10,10,3,6,-2,1
840071785,4,3,5,2,1,1,6,840002,1
840071786,3,3,-2,3,4,3,6,840002,1
840071787,2,3,6,2,5,5,6,840005,1
840071788,3,3,7,7,5,6,6,840002,1
840071789,2,3,8,6,7,2,6,840001,2
840071790,3,2,8,8,5,4,6,840002,1
840071791,2,2,10,1,9,4,6,840002,1
840071792,2,2,5,7,5,5,6,840001,2
840071793,-2,1,7,8,4,4,6,840001,1
840071794,3,1,8,5,8,6,6,840001,2
840071795,5,2,7,7,8,7,6,840001,1
840071796,4,1,10,3,7,7,6,840002,1
840071797,4,1,6,5,4,4,6,840005,1
840071798,3,2,10,4,3,3,6,840002,1
840071799,2,2,7,5,7,6,6,840001,2
840071800,3,2,9,4,5,4,6,840001,2
840071801,2,2,6,6,6,6,6,840002,1
840071802,4,1,8,8,8,5,6,840002,2
840071803,3,1,7,5,4,1,6,840002,2
840071804,4,1,4,10,4,5,6,840001,2
840071805,3,1,6,4,7,6,6,840002,2
840071806,4,1,5,5,5,4,6,840005,1
840071807,2,2,7,6,4,4,6,-2,1
840071808,2,2,7,5,3,6,6,840002,1
840071809,4,3,8,8,5,8,6,840005,2
840071810,5,3,7,1,4,6,6,840002,1
840071811,3,2,5,6,4,4,6,840005,2
840071812,4,1,5,6,6,3,6,-2,2
840071813,2,2,7,8,5,7,6,840001,1
840071814,4,3,2,2,7,2,6,840005,1
840071815,4,3,5,5,5,5,6,840004,1
840071816,2,1,8,7,6,3,6,840002,1
840071817,3,2,8,8,7,7,6,840002,1
840071818,3,3,7,8,9,7,6,840001,1
840071819,2,1,5,6,5,6,6,840002,2
840071820,2,3,8,6,4,8,6,840005,1
840071821,5,1,5,5,6,7,6,840002,2
840071822,2,3,7,5,5,4,6,840005,1
840071823,3,1,6,6,6,6,6,840002,2
840071824,3,3,5,8,-1,4,6,840001,1
840071825,5,3,6,6,7,6,6,840005,2
840071826,4,2,7,1,1,6,6,840005,1
840071827,2,3,6,10,8,8,6,840001,2
840071828,2,3,9,1,5,5,6,840005,2
840071829,2,3,7,10,7,8,6,840001,2
840071830,2,2,6,6,6,6,6,840001,1
840071831,3,3,6,4,5,7,6,840002,2
840071832,5,3,6,3,3,6,6,840001,2
840071833,4,3,5,4,4,5,6,840002,2
840071834,2,1,7,3,1,1,6,840004,2
840071835,2,3,6,8,5,5,6,840001,1
840071836,4,3,1,5,5,5,6,840002,2
840071837,3,3,5,10,5,4,6,840001,1
840071838,2,1,7,5,2,3,6,840006,1
840071839,4,2,6,3,4,1,6,840005,1
840071840,2,3,5,9,2,2,6,840001,1
840071841,2,3,6,5,3,5,6,840001,2
840071842,2,3,6,4,6,3,6,840001,1
840071843,4,3,5,2,5,2,6,840001,1
840071844,3,2,6,5,9,3,6,840001,1
840071845,-2,3,5,10,10,1,6,840001,1
840071846,3,3,9,1,1,1,6,840001,1
840071847,3,1,7,8,7,5,6,840002,2
840071848,5,2,5,10,6,3,6,840002,2
840071849,2,1,6,5,6,7,6,840002,1
840071850,4,1,7,1,3,2,6,840002,1
840071851,3,2,8,6,4,4,6,840002,2
840071852,2,2,5,8,8,4,6,840001,2
840071853,2,1,5,7,6,5,6,840002,2
840071854,3,1,7,10,9,7,6,840005,1
840071855,2,2,7,10,5,3,6,840002,2
840071856,4,2,8,5,1,3,6,840002,2
840071857,3,2,6,4,10,2,6,840005,2
840071858,3,3,8,8,8,8,6,840001,2
840071859,3,2,8,8,5,3,6,840002,2
840071860,3,2,3,7,5,7,6,840002,1
840071861,5,3,10,10,6,4,7,840002,1
840071862,4,1,10,7,4,9,7,840001,2
840071863,3,3,4,7,3,8,7,840001,1
840071864,4,3,7,6,5,6,7,840001,1
840071865,1,2,4,7,5,5,7,840002,2
840071866,2,2,5,5,8,5,7,840001,2
840071867,4,2,9,9,3,8,7,840004,2
840071868,2,2,8,3,3,4,7,840001,1
840071869,3,2,7,9,5,4,7,840001,1
840071870,2,1,5,7,6,7,7,840001,2
840071871,3,2,8,5,7,2,7,840001,1
840071872,3,2,8,6,5,3,7,840002,1
840071873,3,2,4,1,1,4,7,840002,2
840071874,2,1,4,7,4,3,7,840002,1
840071875,5,2,9,5,6,3,7,840002,1
840071876,2,2,8,1,2,1,7,840006,1
840071877,3,3,4,7,5,5,7,840004,1
840071878,3,1,8,5,4,5,7,840002,2
840071879,2,3,7,5,1,6,7,840001,1
840071880,3,2,6,10,6,3,7,840005,2
840071881,3,1,4,2,4,1,7,840001,2
840071882,3,1,9,2,5,3,7,840004,2
840071883,4,2,4,5,4,4,7,840001,2
840071884,3,2,6,4,3,5,7,840002,2
840071885,4,3,7,5,6,4,7,840002,1
840071886,4,2,6,6,6,4,7,840002,2
840071887,4,1,9,3,3,2,7,840002,2
840071888,2,2,8,6,6,2,7,840005,1
840071889,3,2,4,9,8,3,7,840001,2
840071890,3,2,7,7,8,1,7,840002,1
840071891,3,3,5,9,7,3,7,840001,2
840071892,4,2,10,10,5,3,7,840002,2
840071893,3,3,7,7,5,7,7,840005,2
840071894,5,2,5,1,1,6,7,840001,2
840071895,2,1,7,5,4,8,7,840002,2
840071896,3,1,7,7,3,4,7,840001,1
840071897,3,2,8,8,6,1,7,840005,1
840071898,4,2,6,3,5,8,7,840001,1
840071899,3,2,6,7,4,6,7,840001,1
840071900,3,1,10,4,3,2,7,840005,1
840071901,2,1,7,7,6,6,7,840001,2
840071902,2,2,9,3,3,5,7,840001,1
840071903,5,2,5,5,5,5,7,840001,2
840071904,1,3,6,6,4,6,7,840001,2
840071905,3,3,8,2,-2,3,7,840001,1
840071906,2,3,8,5,5,7,7,840001,2
840071907,2,2,4,3,1,1,7,840005,1
840071908,3,3,4,4,6,6,7,840004,1
840071909,3,2,7,1,3,8,7,840002,1
840071910,3,1,7,5,5,5,7,840002,2
840071911,-2,1,9,6,4,8,7,840005,2
840071912,3,2,6,8,3,4,7,840004,1
840071913,4,3,7,5,4,5,7,840002,2
840071914,3,1,5,3,2,1,7,840001,2
840071915,2,2,3,10,9,6,7,840004,1
840071916,4,2,3,8,6,6,7,840002,1
840071917,3,3,7,6,5,5,7,840001,1
840071918,2,2,8,6,7,3,7,-2,2
840071919,3,3,7,8,5,3,7,840001,1
840071920,2,3,9,7,9,4,7,840001,2
840071921,2,1,7,5,5,8,7,840001,2
840071922,3,1,5,1,5,1,7,840001,1
840071923,3,3,7,8,5,3,7,840001,1
840071924,2,1,5,5,7,5,7,840001,1
840071925,4,3,9,7,8,3,7,840001,2
840071926,3,2,10,8,7,2,7,840002,2
840071927,-2,2,7,7,5,8,7,840001,1
840071928,3,2,9,1,2,2,7,840002,2
840071929,4,3,5,10,5,1,7,840005,2
840071930,4,2,6,5,5,6,7,840005,1
840071931,2,3,5,3,1,2,7,840002,2
840071932,3,1,10,1,1,1,7,840002,2
840071933,3,2,8,3,2,2,7,840005,1
840071934,4,2,4,5,7,7,7,840005,2
840071935,5,2,8,1,1,2,7,840002,2
840071936,4,3,8,9,5,8,7,-2,2
840071937,5,2,7,8,5,6,7,840002,2
840071938,3,1,7,3,5,3,7,840001,2
840071939,3,3,4,9,7,6,7,840001,2
840071940,2,2,7,3,5,4,7,-2,1
840071941,4,3,6,5,5,5,7,840005,2
840071942,5,3,8,6,5,7,7,840001,1
840071943,2,2,8,8,7,7,7,840002,1
840071944,3,1,7,6,7,4,7,840005,2
840071945,4,1,6,10,5,7,7,840001,1
840071946,3,3,10,3,3,3,7,840001,1
840071947,4,1,8,6,5,5,7,840001,2
840071948,3,1,8,6,7,1,7,840001,2
840071949,4,2,6,1,2,4,7,840001,1
840071950,4,2,8,10,7,6,7,840002,2
840071951,3,3,8,7,6,9,7,840005,2
840071952,4,2,1,1,1,1,7,840002,1
840071953,2,2,7,8,7,7,7,840005,2
840071954,2,2,8,2,3,2,7,840002,2
840071955,2,2,5,8,6,4,7,840004,1
840071956,4,2,8,9,4,3,7,840002,2
840071957,3,2,7,6,5,8,7,840001,2
840071958,2,1,8,5,5,3,7,840002,2
840071959,2,3,5,5,7,7,7,840001,2
840071960,3,2,8,1,5,4,7,840002,2
840071961,3,2,7,1,5,3,7,840001,2
840071962,4,2,7,7,7,4,7,840001,1
840071963,5,3,1,9,8,10,7,840005,2
840071964,2,2,7,5,7,5,7,840001,1
840071965,2,3,10,6,6,6,7,840002,2
840071966,3,2,3,7,7,9,7,840001,2
840071967,1,1,6,5,7,6,7,840001,1
840071968,4,2,5,1,3,2,7,840001,2
840071969,4,3,6,6,5,5,7,840001,1
840071970,4,1,8,4,5,4,7,840005,2
840071971,1,2,7,7,7,7,7,840001,1
840071972,2,1,8,5,4,1,7,840001,2
840071973,4,2,8,10,5,3,7,840005,1
840071974,4,1,7,3,3,3,7,840002,2
840071975,4,3,4,6,2,2,7,840001,1
840071976,3,2,8,5,5,4,7,-2,2
840071977,4,3,7,8,7,4,7,840001,1
840071978,4,2,6,5,5,5,7,840004,1
840071979,2,2,9,5,5,3,7,840005,2
840071980,3,3,7,4,5,3,7,840002,1
840071981,3,2,7,5,8,3,7,840001,2
840071982,3,2,4,7,5,2,7,840002,1
840071983,4,2,6,4,5,4,7,840001,2
840071984,4,2,7,4,8,2,7,840002,1
840071985,4,2,4,3,7,2,7,840001,2
840071986,2,2,6,8,7,7,7,840001,1
840071987,2,3,5,5,6,5,7,840001,1
840071988,2,3,7,6,1,1,7,840001,1
840071989,4,3,10,1,1,3,7,840005,2
840071990,4,2,8,5,5,4,7,840001,1
840071991,3,2,7,4,1,3,7,840001,2
840071992,3,3,3,8,6,5,7,840002,1
840071993,5,2,10,3,3,2,7,840002,1
840071994,2,2,8,8,6,5,7,840002,2
840071995,4,1,6,7,4,4,7,840001,2
840071996,3,2,7,6,6,5,7,840002,1
840071997,4,2,7,10,1,1,7,840002,1
840071998,4,3,10,7,7,6,7,840001,1
840071999,2,3,8,7,3,9,7,840001,2
840072000,3,2,8,1,1,1,7,840006,1
840072001,2,3,10,8,8,4,7,840001,2
840072002,4,1,5,4,3,4,7,840005,2
840072003,4,1,8,4,1,2,7,-2,1
840072004,2,1,8,5,7,3,7,840001,1
840072005,4,3,8,5,4,6,7,840005,2
840072006,2,2,5,1,3,1,7,-2,1
840072007,3,2,5,3,1,9,7,840002,1
840072008,3,1,6,5,5,6,7,840002,2
840072009,2,2,9,7,6,5,7,840001,2
840072010,4,2,7,5,5,5,7,840002,2
840072011,4,1,4,4,3,3,7,840002,2
840072012,3,2,6,10,3,1,7,840001,1
840072013,3,1,6,6,5,5,7,840002,2
840072014,4,1,6,6,6,2,7,840002,1
840072015,3,1,7,7,5,4,7,840002,2
840072016,3,2,10,8,10,1,7,840002,2
840072017,3,1,8,8,7,5,7,840001,2
840072018,4,1,6,6,4,2,7,840002,2
840072019,2,3,7,4,4,6,7,840004,2
840072020,4,2,5,5,5,2,7,840002,2
840072021,2,2,8,-2,4,7,7,840002,2
840072022,4,3,7,5,4,2,7,840001,1
840072023,3,1,6,6,3,4,7,840002,2
840072024,2,2,7,5,5,4,7,840002,1
840072025,2,2,6,5,5,1,7,840001,1
840072026,2,2,6,10,10,1,7,840005,1
840072027,3,1,8,4,6,3,8,840002,2
840072028,3,1,9,3,1,3,8,840002,2
840072029,2,1,8,1,1,10,8,840004,2
840072030,2,3,7,5,5,2,8,840001,1
840072031,4,3,8,7,5,4,8,-2,2
840072032,3,1,8,4,3,3,8,840004,1
840072033,3,3,8,6,5,4,8,840002,2
840072034,4,1,8,1,5,1,8,840001,2
840072035,3,3,9,4,5,6,8,840002,1
840072036,4,2,6,1,1,1,8,-2,1
840072037,4,2,10,4,8,6,8,840006,1
840072038,3,1,-2,4,3,4,8,840002,1
840072039,3,3,5,5,5,5,8,-2,1
840072040,3,2,4,2,2,2,8,840002,2
840072041,2,3,5,5,3,3,8,840004,1
840072042,2,3,9,7,3,1,8,840002,1
840072043,4,3,9,10,7,1,8,840001,1
840072044,3,3,10,2,1,4,8,840002,1
840072045,4,2,8,5,5,3,8,840004,2
840072046,3,3,6,3,4,5,8,840002,1
840072047,2,3,8,7,2,2,8,840001,1
840072048,4,2,7,8,7,4,8,840001,2
840072049,4,3,8,5,5,2,8,840001,1
840072050,4,3,6,1,1,6,8,840002,1
840072051,2,3,7,5,5,3,8,840005,1
840072052,4,3,8,5,4,3,8,840001,1
840072053,3,2,1,4,5,3,8,840004,2
840072054,4,2,5,10,10,9,8,840001,1
840072055,3,2,6,4,3,3,8,840002,1
840072056,3,3,8,8,2,1,8,840001,1
840072057,1,3,2,3,-2,-2,8,840005,1
840072058,2,3,5,7,5,5,8,840001,2
840072059,2,3,8,8,8,8,8,840001,1
840072060,3,2,8,2,2,1,8,840002,2
840072061,3,3,5,10,8,2,8,840001,1
840072062,3,1,9,5,4,5,8,840002,2
840072063,5,2,8,8,6,5,8,840005,2
840072064,3,3,8,7,7,9,8,840002,2
840072065,2,3,8,3,2,2,8,840004,1
840072066,4,3,7,6,6,7,8,840001,1
840072067,2,2,7,5,5,5,8,840001,2
840072068,2,2,7,4,7,4,8,840002,2
840072069,3,1,8,1,6,2,8,840002,1
840072070,3,1,8,8,6,1,8,840001,1
840072071,3,3,6,5,5,4,8,840005,2
840072072,3,2,7,1,1,1,8,840006,2
840072073,4,1,8,4,4,3,8,840004,2
840072074,2,2,8,2,2,2,8,840005,2
840072075,3,1,8,4,3,2,8,840001,2
840072076,2,2,4,3,3,7,8,840002,1
840072077,2,1,8,7,5,6,8,840001,2
840072078,4,3,6,5,5,3,8,840005,2
840072079,3,2,7,3,1,4,8,840001,1
840072080,3,2,8,1,1,5,8,840002,2
840072081,3,1,8,1,3,3,8,840002,1
840072082,4,2,7,5,1,4,8,840004,2
840072083,2,2,4,5,3,4,8,840002,1
840072084,3,1,5,3,3,3,8,840002,1
840072085,2,2,9,7,3,5,8,840004,1
840072086,4,2,7,7,5,1,8,840002,1
840072087,3,2,8,3,3,7,8,840002,1
840072088,4,1,10,10,4,9,8,840004,1
840072089,2,3,6,5,5,2,8,840001,1
840072090,3,1,8,5,4,3,8,840002,2
840072091,2,2,3,10,3,1,8,840004,1
840072092,2,1,10,1,6,1,8,840002,1
840072093,3,2,6,5,5,3,8,840004,1
840072094,4,2,7,8,7,4,8,840005,2
840072095,3,2,8,9,1,2,8,840001,2
840072096,4,2,6,4,9,7,8,840001,2
840072097,3,1,6,10,2,2,8,840002,2
840072098,3,2,8,6,3,4,8,840002,2
840072099,2,3,8,8,2,6,8,840002,1
840072100,3,3,8,4,3,4,8,-2,1
840072101,3,3,8,6,3,9,8,840001,1
840072102,3,1,8,2,3,1,8,840002,2
840072103,3,3,5,3,3,4,8,840001,1
840072104,2,2,7,5,7,1,8,840001,2
840072105,4,2,5,3,4,3,8,840005,1
840072106,4,3,8,5,3,3,8,840001,1
840072107,2,2,8,8,8,3,8,840001,1
840072108,2,2,10,10,7,1,8,840001,2
840072109,4,3,7,5,7,8,8,840001,2
840072110,2,3,10,10,5,5,8,840001,1
840072111,3,3,7,1,2,1,8,840001,1
840072112,3,3,7,2,3,3,8,840002,1
840072113,4,3,6,4,5,3,8,840002,2
840072114,2,3,3,1,2,1,8,840001,1
840072115,2,3,5,7,7,1,8,840001,1
840072116,3,2,3,7,7,8,8,840001,1
840072117,3,2,8,1,1,1,8,840002,2
840072118,2,2,8,5,1,1,8,840002,2
840072119,4,2,7,1,6,6,8,840001,1
840072120,4,1,7,10,8,4,8,840001,2
840072121,3,2,6,9,5,3,8,840002,1
840072122,3,2,6,4,3,1,8,840005,2
840072123,3,3,7,6,6,7,8,840002,1
840072124,4,2,7,2,2,2,8,840006,2
840072125,3,2,6,6,5,5,8,840005,2
840072126,4,2,8,5,6,4,8,840005,2
840072127,4,3,7,8,2,4,8,840002,2
840072128,2,2,7,2,3,2,8,840001,1
840072129,3,3,7,8,7,8,8,840001,1
840072130,2,3,5,7,5,3,8,840001,1
840072131,3,2,5,4,5,4,8,840001,1
840072132,2,2,9,8,10,1,8,840001,2
840072133,5,3,7,3,5,7,8,840002,1
840072134,2,3,7,5,2,5,8,840002,1
840072135,4,1,8,4,4,3,8,840004,1
840072136,3,3,8,2,2,4,8,840002,1
840072137,5,3,5,9,9,3,8,840002,1
840072138,2,2,6,5,8,8,8,840001,1
840072139,3,2,7,6,5,2,8,840002,1
840072140,3,2,8,6,3,3,8,840001,2
840072141,2,1,8,8,8,8,8,840005,1
840072142,3,3,8,8,4,6,8,840002,1
840072143,5,3,8,5,5,6,8,840005,2
840072144,4,3,5,8,6,3,8,840001,1
840072145,2,3,8,6,4,4,8,-2,1
840072146,3,3,5,7,7,5,8,840001,2
840072147,3,3,4,3,3,4,8,840002,2
840072148,3,2,8,2,2,1,8,840002,1
840072149,2,3,10,1,2,3,8,840001,1
840072150,3,2,7,3,3,2,8,840002,1
840072151,2,3,7,8,6,7,8,840002,1
840072152,5,3,7,7,5,4,8,840005,1
840072153,3,3,8,1,5,5,8,840001,1
840072154,4,3,7,8,1,10,8,840001,1
840072155,3,2,8,7,5,1,8,840002,2
840072156,2,2,7,3,3,1,8,840001,1
840072157,3,1,8,4,3,4,8,840002,2
840072158,4,3,1,4,2,2,8,840002,2
840072159,3,2,9,3,1,1,8,840002,2
840072160,2,3,9,9,7,3,8,840002,1
840072161,5,2,7,5,5,5,8,840002,1
840072162,4,1,6,5,4,5,8,840001,1
840072163,4,3,4,6,7,1,8,840002,1
840072164,4,3,7,5,4,3,8,840001,1
840072165,2,2,5,3,3,1,8,840001,1
840072166,4,2,8,2,3,2,8,840005,1
840072167,4,2,8,3,2,2,8,840001,1
840072168,4,3,7,5,5,5,8,840001,1
840072169,5,1,7,1,3,6,8,840002,2
840072170,2,3,6,2,3,3,8,840002,1
840072171,3,3,8,1,1,1,8,840002,1
840072172,2,3,7,7,6,5,8,840001,1
840072173,3,2,8,2,4,2,8,840004,1
840072174,2,2,7,3,1,1,8,840001,1
840072175,2,2,8,5,5,2,8,840001,2
840072176,3,3,9,9,5,2,8,840001,1
840072177,4,2,7,4,3,4,8,840005,2
840072178,3,3,6,5,5,6,8,840002,1
840072179,4,2,8,1,1,1,8,840001,1
840072180,3,2,5,6,1,1,8,840004,2
840072181,3,2,5,5,3,4,8,840001,1
840072182,3,2,8,5,3,8,8,840002,1
840072183,4,3,8,3,8,4,8,840001,1
840072184,2,2,9,4,1,1,8,840002,1
840072185,3,3,10,10,8,5,8,840002,1
840072186,5,2,8,-2,7,5,8,840001,1
840072187,4,3,5,10,10,8,8,840001,1
840072188,3,3,5,8,7,2,8,840002,1
840072189,3,3,8,8,5,2,8,840001,2
840072190,4,2,8,4,6,3,8,840001,2
840072191,4,2,5,8,7,7,8,840002,2
840072192,4,1,6,4,5,1,8,840004,2
840072193,3,3,9,9,9,1,8,840005,1
840072194,2,1,8,6,8,7,8,840006,2
840072195,4,3,10,5,5,1,8,840002,1
840072196,5,1,5,4,1,1,8,840002,1
840072197,3,2,8,5,7,3,8,840001,1
840072198,4,2,8,3,3,3,8,840002,2
840072199,4,1,8,5,1,1,8,840005,2
840072200,2,2,6,2,1,1,8,840002,2
840072201,4,1,7,3,4,4,8,840002,2
840072202,3,2,10,1,1,10,8,840002,1
840072203,1,3,9,9,4,9,8,840002,1
